,X1,X2
0,0.06492798254242123,0.14921409332767488
1,1.2949718473464338,-0.4571299605866016
2,0.033999912272853254,0.9374917921384215
3,0.9767784892950989,0.02132133405393692
4,-0.20066962969175184,0.9926903194388379
5,0.9029680410659532,0.3177964559397121
6,-0.9124522899464308,0.44949508895219226
7,0.07962569849004425,0.19517499867199314
8,1.2176608732736771,-0.5169951501896389
9,1.8515672909096903,0.22668968973922404
10,0.5473982069337975,-0.40200634804113483
11,0.2509395014549564,-0.1839889091434828
12,-0.49266467835966327,0.7727162648207331
13,-0.5813960080419391,0.8399772674231215
14,0.6594456931829739,-0.4315120377282268
15,0.02039267485254068,0.2078176615082031
16,-0.7826311141265408,0.7049652644593973
17,0.4277727862349715,-0.39052983517657225
18,0.9215997333736545,0.4686512427168138
19,0.0026203342013874625,0.31085321396731735
20,0.7809246228124637,0.5376224701352973
21,1.9500649633568203,0.17687140411085744
22,0.7880377237616312,-0.50277438899938
23,-0.8450805460182271,0.5132576642170431
24,0.1085311069784893,-0.10337892772999953
25,-0.3090125940830413,0.9280831763455862
26,0.11956303121320082,0.04092806869174201
27,-0.14896893345656978,0.8910675902824523
28,0.06597391129337818,1.037813033590553
29,0.09827899018406913,0.36333364412990893
30,0.7050686024167765,0.6797243324311109
31,0.28366427890909796,-0.2961585075226067
32,1.883979017533976,0.1811133562250421
33,0.07558477204832251,-0.033942765018272605
34,0.8951840810110093,0.5253370777383518
35,0.40069318982840535,0.9193111520663335
36,1.7027695528043816,-0.22399146181454044
37,1.8948225846917557,0.1526924714613594
38,0.00025430639399684485,0.8839056281274608
39,-0.5535623771668333,0.8436670924928168
40,0.8266314256598539,-0.47182506179775685
41,0.3316242651062509,0.9481325051707825
42,1.0275455606923,-0.4448314675578992
43,-0.9001599905510957,0.4410649981704321
44,-0.8066206428855074,0.5699377935009073
45,0.5481109817586237,-0.4561409070970234
46,-1.0642319156726732,0.15359982754258295
47,0.9023711425108449,0.4503386903895405
48,-1.0381087127282427,-0.02927151470986407
49,-0.8882609104148279,0.22315044119691385
50,0.5369068595689267,-0.3293029482445859
51,0.9193136668467075,0.5421674446345525
52,0.9320150900657836,-0.4553470756380696
53,-0.623294267916345,0.7511436297645844
54,1.965850094321203,0.20782346268667629
55,0.3721768768107691,-0.4000298628329151
56,2.029915559126902,0.4255421348302074
57,-0.7667721489637355,0.7724642981292207
58,1.898645817879931,-0.0237900861845629
59,0.9774158617734046,0.14460160199267835
60,-0.5921535240119551,0.8794313570977715
61,0.9193990671374024,0.40633505246475493
62,0.21573934830884647,-0.28552631383766724
63,0.680094203983218,0.7424795671931381
64,0.5794436688037435,-0.3361979102194409
65,-0.8385918032207131,0.41908004460098763
66,0.45006734586513775,0.9046481895829813
67,1.9301809197080706,0.12297135787803978
68,1.4923900724253854,-0.33224779504322294
69,0.043095700614977334,0.21856294521427805
70,1.6595859075363304,-0.33085008323864046
71,0.15362457030661159,0.29003644292277525
72,-0.21326964370849807,0.9252607745024825
73,1.918310800112999,0.3135212333014796
74,1.1007914328413044,-0.5265394729390164
75,-0.5706867123208906,0.8083542589474821
